"species","species_cn","order","order_cn","family","family_cn","genus","genus_cn"
"Picus squamatus","鳞腹绿啄木鸟","Piciformes","啄木鸟目","Picidae","啄木鸟科","Picus","绿啄木鸟属"
"Picus vittatus","花腹绿啄木鸟","Piciformes","啄木鸟目","Picidae","啄木鸟科","Picus","绿啄木鸟属"
"Picus xanthopygaeus","纹喉绿啄木鸟","Piciformes","啄木鸟目","Picidae","啄木鸟科","Picus","绿啄木鸟属"
"Sasia ochracea","白眉棕啄木鸟","Piciformes","啄木鸟目","Picidae","啄木鸟科","Sasia","棕啄木鸟属"
"Podiceps auritus","角䴙䴘","Podicipediformes","䴙䴘目","Podicipedidae","䴙䴘科","Podiceps","䴙䴘属"
"Podiceps cristatus","凤头䴙䴘","Podicipediformes","䴙䴘目","Podicipedidae","䴙䴘科","Podiceps","䴙䴘属"
"Podiceps grisegena","赤颈䴙䴘","Podicipediformes","䴙䴘目","Podicipedidae","䴙䴘科","Podiceps","䴙䴘属"
"Podiceps nigricollis","黑颈䴙䴘","Podicipediformes","䴙䴘目","Podicipedidae","䴙䴘科","Podiceps","䴙䴘属"
"Tachybaptus ruficollis","小䴙䴘","Podicipediformes","䴙䴘目","Podicipedidae","䴙䴘科","Tachybaptus","小䴙䴘属"
"Phoebastria albatrus","短尾信天翁","Procellariiformes","鹱形目","Diomedeidae","信天翁科","Phoebastria",NA
"Phoebastria immutabilis","黑背信天翁","Procellariiformes","鹱形目","Diomedeidae","信天翁科","Phoebastria",NA
"Phoebastria nigripes","黑脚信天翁","Procellariiformes","鹱形目","Diomedeidae","信天翁科","Phoebastria",NA
"Hydrobates leucorhous","白腰叉尾海燕","Procellariiformes","鹱形目","Hydrobatidae","海燕科","Hydrobates",NA
"Hydrobates monorhis","黑叉尾海燕","Procellariiformes","鹱形目","Hydrobatidae","海燕科","Hydrobates",NA
"Hydrobates tristrami","褐翅叉尾海燕","Procellariiformes","鹱形目","Hydrobatidae","海燕科","Hydrobates",NA
"Oceanites oceanicus","黄蹼洋海燕","Procellariiformes","鹱形目","Oceanitidae","南海燕科","Oceanites",NA
"Ardenna carneipes","淡足鹱","Procellariiformes","鹱形目","Procellariidae","鹱科","Ardenna",NA
"Ardenna grisea","灰鹱","Procellariiformes","鹱形目","Procellariidae","鹱科","Ardenna",NA
"Ardenna pacifica","楔尾鹱","Procellariiformes","鹱形目","Procellariidae","鹱科","Ardenna",NA
"Ardenna tenuirostris","短尾鹱","Procellariiformes","鹱形目","Procellariidae","鹱科","Ardenna",NA
"Bulweria bulwerii","褐燕鹱","Procellariiformes","鹱形目","Procellariidae","鹱科","Bulweria","纯褐鹱属"
"Calonectris leucomelas","白额鹱","Procellariiformes","鹱形目","Procellariidae","鹱科","Calonectris",NA
"Fulmarus glacialis","暴风鹱","Procellariiformes","鹱形目","Procellariidae","鹱科","Fulmarus","暴雪鹱属"
"Pseudobulweria rostrata","钩嘴圆尾鹱","Procellariiformes","鹱形目","Procellariidae","鹱科","Pseudobulweria",NA
"Pterodroma heraldica","信使圆尾鹱","Procellariiformes","鹱形目","Procellariidae","鹱科","Pterodroma","圆尾鹱属"
"Pterodroma hypoleuca","白额圆尾鹱","Procellariiformes","鹱形目","Procellariidae","鹱科","Pterodroma","圆尾鹱属"
"Pterodroma solandri","棕头圆尾鹱","Procellariiformes","鹱形目","Procellariidae","鹱科","Pterodroma","圆尾鹱属"
"Puffinus nativitatis","黑鹱","Procellariiformes","鹱形目","Procellariidae","鹱科","Puffinus",NA
"Loriculus vernalis","短尾鹦鹉","Psittaciformes","鹦鹉目","Psittacidae","鹦鹉科","Loriculus","短尾鹦鹉属"
"Psittacula alexandri","绯胸鹦鹉","Psittaciformes","鹦鹉目","Psittacidae","鹦鹉科","Psittacula","鹦鹉属"
"Psittacula derbiana","大紫胸鹦鹉","Psittaciformes","鹦鹉目","Psittacidae","鹦鹉科","Psittacula","鹦鹉属"
"Psittacula eupatria","亚历山大鹦鹉","Psittaciformes","鹦鹉目","Psittacidae","鹦鹉科","Psittacula","鹦鹉属"
"Psittacula finschii","灰头鹦鹉","Psittaciformes","鹦鹉目","Psittacidae","鹦鹉科","Psittacula","鹦鹉属"
"Psittacula himalayana","青头鹦鹉","Psittaciformes","鹦鹉目","Psittacidae","鹦鹉科","Psittacula","鹦鹉属"
"Psittacula krameri","红领绿鹦鹉","Psittaciformes","鹦鹉目","Psittacidae","鹦鹉科","Psittacula","鹦鹉属"
"Psittacula roseata","花头鹦鹉","Psittaciformes","鹦鹉目","Psittacidae","鹦鹉科","Psittacula","鹦鹉属"
"Psittinus cyanurus","蓝腰鹦鹉","Psittaciformes","鹦鹉目","Psittacidae","鹦鹉科","Psittinus",NA
"Pterocles orientalis","黑腹沙鸡","Pterocliformes","沙鸡目","Pteroclidae","沙鸡科","Pterocles","沙鸡属"
"Syrrhaptes paradoxus","毛腿沙鸡","Pterocliformes","沙鸡目","Pteroclidae","沙鸡科","Syrrhaptes","毛腿沙鸡属"
"Syrrhaptes tibetanus","西藏毛腿沙鸡","Pterocliformes","沙鸡目","Pteroclidae","沙鸡科","Syrrhaptes","毛腿沙鸡属"
"Aegolius funereus","鬼鸮","Strigiformes","鸮形目","Strigidae","鸱鸮科","Aegolius","鬼鸮属"
"Asio flammeus","短耳鸮","Strigiformes","鸮形目","Strigidae","鸱鸮科","Asio","耳鸮属"
"Asio otus","长耳鸮","Strigiformes","鸮形目","Strigidae","鸱鸮科","Asio","耳鸮属"
"Athene brama","横斑腹小鸮","Strigiformes","鸮形目","Strigidae","鸱鸮科","Athene","小鸮属"
"Athene noctua","纵纹腹小鸮","Strigiformes","鸮形目","Strigidae","鸱鸮科","Athene","小鸮属"
"Bubo blakistoni","毛腿雕鸮","Strigiformes","鸮形目","Strigidae","鸱鸮科","Bubo","鵰鸮属"
"Bubo bubo","雕鸮","Strigiformes","鸮形目","Strigidae","鸱鸮科","Bubo","鵰鸮属"
"Bubo nipalensis","林雕鸮","Strigiformes","鸮形目","Strigidae","鸱鸮科","Bubo","鵰鸮属"
"Bubo scandiacus","雪鸮","Strigiformes","鸮形目","Strigidae","鸱鸮科","Bubo","鵰鸮属"
"Glaucidium brodiei","领鸺鹠","Strigiformes","鸮形目","Strigidae","鸱鸮科","Glaucidium","鸺鹠属"
"Glaucidium cuculoides","斑头鸺鹠","Strigiformes","鸮形目","Strigidae","鸱鸮科","Glaucidium","鸺鹠属"
"Glaucidium passerinum","花头鸺鹠","Strigiformes","鸮形目","Strigidae","鸱鸮科","Glaucidium","鸺鹠属"
"Ketupa flavipes","黄腿渔鸮","Strigiformes","鸮形目","Strigidae","鸱鸮科","Ketupa","渔鸮属"
"Ketupa zeylonensis","褐渔鸮","Strigiformes","鸮形目","Strigidae","鸱鸮科","Ketupa","渔鸮属"
"Ninox japonica","日本鹰鸮","Strigiformes","鸮形目","Strigidae","鸱鸮科","Ninox","鹰鸮属"
"Ninox scutulata","鹰鸮","Strigiformes","鸮形目","Strigidae","鸱鸮科","Ninox","鹰鸮属"
"Otus brucei","纵纹角鸮","Strigiformes","鸮形目","Strigidae","鸱鸮科","Otus","角鸮属"
"Otus elegans","优雅角鸮","Strigiformes","鸮形目","Strigidae","鸱鸮科","Otus","角鸮属"
"Otus lettia","领角鸮","Strigiformes","鸮形目","Strigidae","鸱鸮科","Otus","角鸮属"
"Otus scops","西红角鸮","Strigiformes","鸮形目","Strigidae","鸱鸮科","Otus","角鸮属"
"Otus semitorques","北领角鸮","Strigiformes","鸮形目","Strigidae","鸱鸮科","Otus","角鸮属"
"Otus spilocephalus","黄嘴角鸮","Strigiformes","鸮形目","Strigidae","鸱鸮科","Otus","角鸮属"
"Otus sunia","红角鸮","Strigiformes","鸮形目","Strigidae","鸱鸮科","Otus","角鸮属"
"Strix davidi","四川林鸮","Strigiformes","鸮形目","Strigidae","鸱鸮科","Strix","林鸮属"
"Strix leptogrammica","褐林鸮","Strigiformes","鸮形目","Strigidae","鸱鸮科","Strix","林鸮属"
"Strix nebulosa","乌林鸮","Strigiformes","鸮形目","Strigidae","鸱鸮科","Strix","林鸮属"
"Strix nivicolum","灰林鸮","Strigiformes","鸮形目","Strigidae","鸱鸮科","Strix","林鸮属"
"Strix uralensis","长尾林鸮","Strigiformes","鸮形目","Strigidae","鸱鸮科","Strix","林鸮属"
"Surnia ulula","猛鸮","Strigiformes","鸮形目","Strigidae","鸱鸮科","Surnia","猛鸮属"
"Phodilus badius","栗鸮","Strigiformes","鸮形目","Tytonidae","草鸮科","Phodilus","栗鸮属"
"Tyto javanica","仓鸮","Strigiformes","鸮形目","Tytonidae","草鸮科","Tyto","草鸮属"
"Tyto longimembris","草鸮","Strigiformes","鸮形目","Tytonidae","草鸮科","Tyto","草鸮属"
"Anhinga melanogaster","黑腹蛇鹈","Suliformes","鲣鸟目","Anhingidae","蛇鹈科","Anhinga",NA
"Fregata andrewsi","白腹军舰鸟","Suliformes","鲣鸟目","Fregatidae","军舰鸟科","Fregata","军舰鸟属"
"Fregata ariel","白斑军舰鸟","Suliformes","鲣鸟目","Fregatidae","军舰鸟科","Fregata","军舰鸟属"
"Fregata minor","黑腹军舰鸟","Suliformes","鲣鸟目","Fregatidae","军舰鸟科","Fregata","军舰鸟属"
"Microcarbo niger","黑颈鸬鹚","Suliformes","鲣鸟目","Phalacrocoracidae","鸬鹚科","Microcarbo",NA
"Microcarbo pygmaeus","侏鸬鹚","Suliformes","鲣鸟目","Phalacrocoracidae","鸬鹚科","Microcarbo",NA
"Phalacrocorax capillatus","绿背鸬鹚","Suliformes","鲣鸟目","Phalacrocoracidae","鸬鹚科","Phalacrocorax","鸬鹚属"
"Phalacrocorax carbo","普通鸬鹚","Suliformes","鲣鸟目","Phalacrocoracidae","鸬鹚科","Phalacrocorax","鸬鹚属"
"Phalacrocorax pelagicus","海鸬鹚","Suliformes","鲣鸟目","Phalacrocoracidae","鸬鹚科","Phalacrocorax","鸬鹚属"
"Phalacrocorax urile","红脸鸬鹚","Suliformes","鲣鸟目","Phalacrocoracidae","鸬鹚科","Phalacrocorax","鸬鹚属"
"Sula dactylatra","蓝脸鲣鸟","Suliformes","鲣鸟目","Sulidae","鲣鸟科","Sula","鲣鸟属"
"Sula leucogaster","褐鲣鸟","Suliformes","鲣鸟目","Sulidae","鲣鸟科","Sula","鲣鸟属"
"Sula sula","红脚鲣鸟","Suliformes","鲣鸟目","Sulidae","鲣鸟科","Sula","鲣鸟属"
"Harpactes erythrocephalus","红头咬鹃","Trogoniformes","咬鹃目","Trogonidae","咬鹃科","Harpactes","咬鹃属"
"Harpactes oreskios","橙胸咬鹃","Trogoniformes","咬鹃目","Trogonidae","咬鹃科","Harpactes","咬鹃属"
"Harpactes wardi","红腹咬鹃","Trogoniformes","咬鹃目","Trogonidae","咬鹃科","Harpactes","咬鹃属"
