species,order,mass,migration_av,habitat_av,trophic_level_av,trophic_niche_av,lifestyle_av,centroid_latitude,centroid_longitude,migration_cn,diet_cn,range_size_provinces,iucn_pool,log_mass,migration_class,iucn_group,risk_group,trophic_group,n_new_records,new_record
Alcippe poioicephala,Passeriformes,20.7,1,Forest,Carnivore,Invertivore,Insessorial,20.28,91.99,R,杂食性,1,LC,1.31597034545692,Resident/low mobility,LC,LC/NE,Carnivore,0,0
Alcurus striatus,Passeriformes,51.96,1,Forest,Omnivore,Omnivore,Insessorial,23.15,98.5,NA,NA,NA,LC,1.71566914240099,Resident/low mobility,LC,LC/NE,Omnivore,0,0
Alophoixus flaveolus,Passeriformes,48.3,1,Forest,Herbivore,Frugivore,Insessorial,23.07,95.85,R,杂食性,3,LC,1.68394713075151,Resident/low mobility,LC,LC/NE,Herbivore,0,0
Alophoixus pallidus,Passeriformes,46,1,Forest,Herbivore,Frugivore,Insessorial,19.86,104.09,R,杂食性,4,LC,1.66275783168157,Resident/low mobility,LC,LC/NE,Herbivore,0,0
Amandava amandava,Passeriformes,8.97,1,Shrubland,Herbivore,Granivore,Generalist,20.6,89.38,R,杂食性,3,LC,0.952792443044092,Resident/low mobility,LC,LC/NE,Herbivore,0,0
Ampeliceps coronatus,Passeriformes,87.87,1,Forest,Herbivore,Frugivore,Insessorial,17.53,101.09,VR,杂食性,2,LC,1.94384062640126,Resident/low mobility,LC,LC/NE,Herbivore,0,0
Anthipes monileger,Passeriformes,11,1,Forest,Carnivore,Invertivore,Insessorial,21.81,98.73,V,食虫,1,LC,1.04139268515823,Resident/low mobility,LC,LC/NE,Carnivore,0,0
Anthus campestris,Passeriformes,23,3,Grassland,Carnivore,Invertivore,Terrestrial,45.89,51.57,S,食虫,2,LC,1.36172783601759,Full migrant,LC,LC/NE,Carnivore,0,0
Anthus cervinus,Passeriformes,20.9,3,Grassland,Carnivore,Invertivore,Terrestrial,68.1,104.51,WP,食虫,31,LC,1.32014628611105,Full migrant,LC,LC/NE,Carnivore,0,0
Anthus hodgsoni,Passeriformes,21.3,3,Grassland,Carnivore,Invertivore,Terrestrial,51.36,108.28,SWP,食虫,34,LC,1.32837960343874,Full migrant,LC,LC/NE,Carnivore,0,0
Anthus rubescens,Passeriformes,20.68,3,Grassland,Carnivore,Invertivore,Terrestrial,61.56,13.05,WP,食虫,31,LC,1.3155505344219,Full migrant,LC,LC/NE,Carnivore,0,0
Anthus rufulus,Passeriformes,20.44,1,Grassland,Carnivore,Invertivore,Terrestrial,18.8,90.02,RP,食虫,4,LC,1.31048089146268,Resident/low mobility,LC,LC/NE,Carnivore,0,0
Anthus spinoletta,Passeriformes,23.9,3,Grassland,Carnivore,Invertivore,Terrestrial,45.38,74.9,RWPV,食虫,24,LC,1.37839790094814,Full migrant,LC,LC/NE,Carnivore,0,0
Anthus sylvanus,Passeriformes,31,1,Grassland,Carnivore,Invertivore,Terrestrial,27.03,99.02,R,食虫,16,LC,1.49136169383427,Resident/low mobility,LC,LC/NE,Carnivore,0,0
Aplonis panayensis,Passeriformes,56.2,1,Shrubland,Herbivore,Frugivore,Insessorial,3.77,109.47,R,杂食性,1,LC,1.74973631556906,Resident/low mobility,LC,LC/NE,Herbivore,0,0
Arachnothera longirostra,Passeriformes,12.46,1,Forest,Omnivore,Nectarivore,Insessorial,11.25,102.5,R,食虫,2,LC,1.09551804232315,Resident/low mobility,LC,LC/NE,Omnivore,0,0
Arachnothera magna,Passeriformes,30.7,1,Forest,Omnivore,Omnivore,Insessorial,21.12,99.89,R,杂食性,4,LC,1.48713837547719,Resident/low mobility,LC,LC/NE,Omnivore,0,0
Arundinax aedon,Passeriformes,22.4,3,Shrubland,Carnivore,Invertivore,Insessorial,50.11,110.59,SP,食虫,25,LC,1.35024801833416,Full migrant,LC,LC/NE,Carnivore,0,0
Bombycilla garrulus,Passeriformes,54.41,3,Forest,Herbivore,Omnivore,Insessorial,61.26,25.88,WP,杂食性,23,LC,1.7356787259059001,Full migrant,LC,LC/NE,Herbivore,0,0
Brachypodius atriceps,Passeriformes,25.5,1,Forest,Herbivore,Frugivore,Insessorial,10.81,103.57,R,杂食性,1,LC,1.40654018043396,Resident/low mobility,LC,LC/NE,Herbivore,0,0
Brachypteryx cruralis,Passeriformes,17.68,1,Forest,Carnivore,Invertivore,Terrestrial,24.18,99.42,NA,NA,NA,LC,1.24748226067705,Resident/low mobility,LC,LC/NE,Carnivore,0,0
Brachypteryx goodfellowi,Passeriformes,17.68,1,Forest,Carnivore,Invertivore,Terrestrial,23.75,120.97,NA,NA,NA,LC,1.24748226067705,Resident/low mobility,LC,LC/NE,Carnivore,0,0
Brachypteryx hyperythra,Passeriformes,15.8,2,Forest,Carnivore,Invertivore,Terrestrial,26.49,97.27,R,杂食性,2,NT,1.19865708695442,Partial migrant,NT,NT,Carnivore,0,0
Brachypteryx leucophris,Passeriformes,15.8,2,Forest,Carnivore,Invertivore,Terrestrial,21.78,103.17,R,食虫，食肉,8,LC,1.19865708695442,Partial migrant,LC,LC/NE,Carnivore,0,0
Brachypteryx sinensis,Passeriformes,17.68,1,Forest,Carnivore,Invertivore,Terrestrial,27.97,110.58,NA,NA,NA,LC,1.24748226067705,Resident/low mobility,LC,LC/NE,Carnivore,0,0
Calandrella acutirostris,Passeriformes,20.16,3,Grassland,Omnivore,Omnivore,Terrestrial,35.02,83.27,S,杂食性,7,LC,1.30449052777349,Full migrant,LC,LC/NE,Omnivore,0,0
Calandrella dukhunensis,Passeriformes,21.06,2,Grassland,Omnivore,Omnivore,Terrestrial,40.75,105.74,NA,NA,NA,LC,1.32345836684947,Partial migrant,LC,LC/NE,Omnivore,0,0
Calcarius lapponicus,Passeriformes,27.84,3,Grassland,Herbivore,Granivore,Terrestrial,68.82,-6.27,WPV,杂食性,20,LC,1.44466923093852,Full migrant,LC,LC/NE,Herbivore,0,0
Calliope calliope,Passeriformes,18.5,3,Shrubland,Carnivore,Invertivore,Terrestrial,57.27,112.34,SWP,食虫,33,LC,1.26717172840301,Full migrant,LC,LC/NE,Carnivore,0,0
Calliope pectardens,Passeriformes,14.5,3,Forest,Carnivore,Invertivore,Terrestrial,32.13,101.52,SW,食虫,5,NT,1.16136800223497,Full migrant,NT,NT,Carnivore,0,0
Calliope pectoralis,Passeriformes,23.27,2,Grassland,Carnivore,Invertivore,Terrestrial,34.82,92.29,S,食虫,2,LC,1.36679638328673,Partial migrant,LC,LC/NE,Carnivore,0,0
Calliope tschebaiewi,Passeriformes,23.27,2,Grassland,Carnivore,Invertivore,Terrestrial,32.75,95.48,SV,NA,6,LC,1.36679638328673,Partial migrant,LC,LC/NE,Carnivore,0,0
Carpodacus davidianus,Passeriformes,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,7,NA,NA,NA,Unknown,Unknown,Other,0,0
Carpodacus dubius,Passeriformes,30.99,2,Shrubland,Herbivore,Omnivore,Insessorial,32.64,99.21,R,植食性,7,LC,1.49122157623928,Partial migrant,LC,LC/NE,Herbivore,0,0
Carpodacus edwardsii,Passeriformes,26.5,2,Forest,Herbivore,Granivore,Terrestrial,29.21,98.2,R,杂食性,6,LC,1.42324587393681,Partial migrant,LC,LC/NE,Herbivore,0,0
Carpodacus erythrinus,Passeriformes,23.97,3,Shrubland,Herbivore,Granivore,Insessorial,54.13,89.33,SWP,杂食性,32,LC,1.37966803403365,Full migrant,LC,LC/NE,Herbivore,0,0
Carpodacus formosanus,Passeriformes,22.08,1,Forest,Herbivore,Granivore,Insessorial,23.75,121.09,R,植食性,1,LC,1.34399906905716,Resident/low mobility,LC,LC/NE,Herbivore,0,0
Carpodacus grandis,Passeriformes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,Other,0,0
Carpodacus lepidus,Passeriformes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,NA,NA,LC,LC/NE,Other,0,0
Carpodacus pulcherrimus,Passeriformes,19.2,2,Shrubland,Herbivore,Granivore,Insessorial,34.68,101.75,R,杂食性,7,LC,1.28330122870355,Partial migrant,LC,LC/NE,Herbivore,0,0
Carpodacus puniceus,Passeriformes,46.58,2,Grassland,Herbivore,Omnivore,Terrestrial,34.78,88.31,R,杂食性,7,LC,1.66819948419866,Partial migrant,LC,LC/NE,Herbivore,0,0
Carpodacus rhodochlamys,Passeriformes,33.4,2,Forest,Herbivore,Omnivore,Insessorial,44.92,88.37,R,杂食性,1,LC,1.52374646681156,Partial migrant,LC,LC/NE,Herbivore,0,0
Carpodacus rodochroa,Passeriformes,17.81,2,Forest,Herbivore,Granivore,Generalist,29.95,82.07,R,杂食性,2,LC,1.25066391946324,Partial migrant,LC,LC/NE,Herbivore,0,0
Carpodacus rodopeplus,Passeriformes,23,2,Shrubland,Herbivore,Granivore,Generalist,29.79,81.82,R,杂食性,1,LC,1.36172783601759,Partial migrant,LC,LC/NE,Herbivore,0,0
Carpodacus roseus,Passeriformes,28.6,3,Forest,Herbivore,Granivore,Insessorial,58.85,118.64,WP,杂食性,20,LC,1.45636603312904,Full migrant,LC,LC/NE,Herbivore,0,0
Carpodacus rubicilla,Passeriformes,43.2,1,Rock,Herbivore,Omnivore,Terrestrial,34.78,87.24,R,杂食性,4,LC,1.63548374681491,Resident/low mobility,LC,LC/NE,Herbivore,0,0
Carpodacus rubicilloides,Passeriformes,42.01,1,Shrubland,Herbivore,Granivore,Generalist,32.92,95.66,RW,杂食性,7,LC,1.62335268153799,Resident/low mobility,LC,LC/NE,Herbivore,0,0
Carpodacus sibiricus,Passeriformes,17.43,2,Shrubland,Herbivore,Omnivore,Insessorial,50.19,107.52,RSWP,食种子，食果实,17,LC,1.24129738710999,Partial migrant,LC,LC/NE,Herbivore,0,0
Carpodacus sillemi,Passeriformes,28.9,2,Rock,Herbivore,Granivore,Terrestrial,35.61,86.07,R,杂食性,2,DD,1.46089784275655,Partial migrant,DD,Threatened/DD,Herbivore,0,0
Carpodacus sipahi,Passeriformes,39.5,1,Forest,Herbivore,Omnivore,Insessorial,27.46,94.79,R,杂食性,2,LC,1.59659709562646,Resident/low mobility,LC,LC/NE,Herbivore,0,0
Carpodacus stoliczkae,Passeriformes,20.8,1,Desert,Herbivore,Omnivore,Generalist,39.05,88.86,R,杂食性,3,LC,1.31806333496276,Resident/low mobility,LC,LC/NE,Herbivore,0,0
Carpodacus subhimachalus,Passeriformes,46.07,2,Shrubland,Herbivore,Omnivore,Insessorial,29.29,98.2,NA,NA,NA,LC,1.66341821225268,Partial migrant,LC,LC/NE,Herbivore,0,0
Carpodacus thura,Passeriformes,30.99,2,Shrubland,Herbivore,Omnivore,Insessorial,30.16,83.95,R,杂食性,1,LC,1.49122157623928,Partial migrant,LC,LC/NE,Herbivore,0,0
Carpodacus trifasciatus,Passeriformes,30.99,1,Forest,Herbivore,Granivore,Insessorial,31.56,102.31,RW,杂食性,5,LC,1.49122157623928,Resident/low mobility,LC,LC/NE,Herbivore,0,0
Carpodacus verreauxii,Passeriformes,23,2,Shrubland,Herbivore,Granivore,Generalist,29.8,101.19,R,杂食性,2,LC,1.36172783601759,Partial migrant,LC,LC/NE,Herbivore,0,0
Carpodacus waltoni,Passeriformes,27.02,2,Grassland,Herbivore,Granivore,Terrestrial,31.89,97.6,R,杂食性,4,LC,1.43168534468601,Partial migrant,LC,LC/NE,Herbivore,0,0
Cercotrichas galactotes,Passeriformes,20.3,3,Shrubland,Omnivore,Invertivore,Generalist,28.41,35.3,S,食虫,1,LC,1.30749603791321,Full migrant,LC,LC/NE,Omnivore,0,0
Certhia discolor,Passeriformes,10.4,1,Forest,Carnivore,Invertivore,Insessorial,28.17,88.48,R,食虫,1,LC,1.01703333929878,Resident/low mobility,LC,LC/NE,Carnivore,0,0
Certhia familiaris,Passeriformes,9,1,Forest,Omnivore,Invertivore,Insessorial,51.19,74.31,R,食虫,12,LC,0.954242509439325,Resident/low mobility,LC,LC/NE,Omnivore,0,0
Certhia himalayana,Passeriformes,8.8,1,Forest,Carnivore,Invertivore,Insessorial,33.09,89.16,R,食虫,8,LC,0.944482672150169,Resident/low mobility,LC,LC/NE,Carnivore,0,0
Certhia hodgsoni,Passeriformes,9,1,Forest,Carnivore,Invertivore,Insessorial,30.2,91.37,R,NA,5,LC,0.954242509439325,Resident/low mobility,LC,LC/NE,Carnivore,0,0
Certhia manipurensis,Passeriformes,10.4,1,Forest,Carnivore,Invertivore,Insessorial,22.88,96.69,R,食虫,1,LC,1.01703333929878,Resident/low mobility,LC,LC/NE,Carnivore,0,0
Certhia nipalensis,Passeriformes,11.1,1,Forest,Carnivore,Invertivore,Insessorial,28.23,91.29,R,食虫,2,LC,1.04532297878666,Resident/low mobility,LC,LC/NE,Carnivore,0,0
Certhia tianquanensis,Passeriformes,9,1,Forest,Omnivore,Invertivore,Insessorial,31.05,103.35,R,食虫,2,LC,0.954242509439325,Resident/low mobility,LC,LC/NE,Omnivore,0,0
Cettia cetti,Passeriformes,13.22,1,Shrubland,Carnivore,Invertivore,Generalist,41.65,39.12,R,食虫,1,LC,1.12123145514962,Resident/low mobility,LC,LC/NE,Carnivore,0,0
Cettia major,Passeriformes,9.7,1,Forest,Carnivore,Invertivore,Generalist,29.9,97.87,R,食虫,3,LC,0.986771734266245,Resident/low mobility,LC,LC/NE,Carnivore,0,0
Chalcoparia singalensis,Passeriformes,8.2,1,Forest,Carnivore,Invertivore,Insessorial,10.61,103.65,R,食花,1,LC,0.913813852383717,Resident/low mobility,LC,LC/NE,Carnivore,0,0
Chelidorhynx hypoxanthus,Passeriformes,6,1,Forest,Carnivore,Invertivore,Insessorial,25.38,95.37,R,食虫,3,LC,0.778151250383644,Resident/low mobility,LC,LC/NE,Carnivore,0,0
Chleuasicus atrosuperciliaris,Passeriformes,16.8,1,Forest,Omnivore,Granivore,Insessorial,24.66,96.56,R,杂食性,1,NA,1.22530928172586,Resident/low mobility,Unknown,Unknown,Omnivore,0,0
Chloris spinoides,Passeriformes,18.6,1,Forest,Herbivore,Granivore,Insessorial,27.93,87.31,R,杂食性,2,LC,1.26951294421792,Resident/low mobility,LC,LC/NE,Herbivore,0,0
Chloropsis aurifrons,Passeriformes,32.31,1,Forest,Omnivore,Omnivore,Insessorial,19.89,91.9,R,杂食性,2,LC,1.50933695801764,Resident/low mobility,LC,LC/NE,Omnivore,0,0
Chloropsis cochinchinensis,Passeriformes,24.5,1,Forest,Omnivore,Omnivore,Insessorial,-7.42,109.57,R,杂食性,2,EN,1.38916608436453,Resident/low mobility,Threatened,Threatened/DD,Omnivore,0,0
Chloropsis hardwickii,Passeriformes,32.29,3,Shrubland,Omnivore,Omnivore,Insessorial,23.17,96.32,R,杂食性,14,LC,1.50906804501716,Full migrant,LC,LC/NE,Omnivore,0,0
Chloropsis lazulina,Passeriformes,32.29,3,Shrubland,Omnivore,Omnivore,Insessorial,23.67,109.1,NA,NA,NA,LC,1.50906804501716,Full migrant,LC,LC/NE,Omnivore,0,0
Cholornis paradoxus,Passeriformes,35,1,Forest,Omnivore,Omnivore,Insessorial,32.32,105.64,R,杂食性,5,NA,1.5440680443502799,Resident/low mobility,Unknown,Unknown,Omnivore,0,0
Cholornis unicolor,Passeriformes,34,1,Shrubland,Herbivore,Omnivore,Insessorial,28.03,96.26,R,杂食性,4,NA,1.53147891704226,Resident/low mobility,Unknown,Unknown,Herbivore,0,0
Chrysomma sinense,Passeriformes,17.16,1,Shrubland,Carnivore,Invertivore,Insessorial,22.44,85.13,R,食虫,4,LC,1.23451728351269,Resident/low mobility,LC,LC/NE,Carnivore,0,0
Cinclidium frontale,Passeriformes,25.4,2,Forest,Carnivore,Invertivore,Generalist,22.24,100.31,R,杂食性,2,LC,1.40483371661994,Partial migrant,LC,LC/NE,Carnivore,0,0
Cinclus cinclus,Passeriformes,61.47,1,Riverine,Carnivore,Aquatic predator,Generalist,47.26,56.5,R,食虫，食肉,7,LC,1.78866321312086,Resident/low mobility,LC,LC/NE,Carnivore,0,0
Cinclus pallasii,Passeriformes,76,1,Riverine,Carnivore,Aquatic predator,Generalist,40.55,117.35,R,食虫，食肉,33,LC,1.88081359228079,Resident/low mobility,LC,LC/NE,Carnivore,0,0
Cinnyris asiaticus,Passeriformes,8.1,1,Shrubland,Omnivore,Omnivore,Insessorial,22.15,83.09,R,食花,1,LC,0.90848501887865,Resident/low mobility,LC,LC/NE,Omnivore,0,0
Cinnyris jugularis,Passeriformes,8.99,1,Shrubland,Omnivore,Omnivore,Insessorial,7.4,112.54,R,食花,7,LC,0.953759691733229,Resident/low mobility,LC,LC/NE,Omnivore,0,0
Cissa chinensis,Passeriformes,126.64,1,Forest,Carnivore,Omnivore,Generalist,19.06,99.9,R,食虫，食肉,3,LC,2.1025709018543,Resident/low mobility,LC,LC/NE,Carnivore,0,0
Cissa hypoleuca,Passeriformes,125,1,Forest,Carnivore,Omnivore,Generalist,20.34,106.68,R,杂食性,3,LC,2.09691001300806,Resident/low mobility,LC,LC/NE,Carnivore,0,0
Cisticola exilis,Passeriformes,7.04,1,Grassland,Carnivore,Invertivore,Terrestrial,-1.02,122.27,R,食虫,14,LC,0.847572659142112,Resident/low mobility,LC,LC/NE,Carnivore,0,0
Cisticola juncidis,Passeriformes,6.81,3,Grassland,Carnivore,Invertivore,Generalist,10.73,63.11,RSW,杂食性,27,LC,0.833147111912785,Full migrant,LC,LC/NE,Carnivore,0,0
Coccothraustes coccothraustes,Passeriformes,56.63,2,Forest,Herbivore,Omnivore,Insessorial,51.17,60.81,RWP,杂食性,31,LC,1.75304656162653,Partial migrant,LC,LC/NE,Herbivore,0,0
Cochoa purpurea,Passeriformes,103,1,Forest,Omnivore,Frugivore,Insessorial,24.16,98.45,R,食虫,4,LC,2.01283722470517,Resident/low mobility,LC,LC/NE,Omnivore,0,0
Cochoa viridis,Passeriformes,120,1,Forest,Omnivore,Frugivore,Insessorial,20.3,100.59,R,食虫,3,LC,2.07918124604762,Resident/low mobility,LC,LC/NE,Omnivore,0,0
Conostoma aemodium,Passeriformes,83.99,1,Shrubland,Herbivore,Omnivore,Insessorial,29.78,99.73,NA,NA,NA,NA,1.92422758126012,Resident/low mobility,Unknown,Unknown,Herbivore,0,0
Copsychus malabaricus,Passeriformes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,NA,NA,LC,LC/NE,Other,0,0
Corvus corax,Passeriformes,927.97,2,Forest,Omnivore,Omnivore,Terrestrial,54.65,18.59,RSWP,杂食性,10,LC,2.96753393629962,Partial migrant,LC,LC/NE,Omnivore,0,0
Corvus cornix,Passeriformes,NA,NA,NA,NA,NA,NA,NA,NA,W,杂食性,1,NA,NA,NA,Unknown,Unknown,Other,0,0
Corvus corone,Passeriformes,570,1,Human Modified,Carnivore,Omnivore,Terrestrial,52.96,78.23,RWPV,杂食性,27,LC,2.75587485567249,Resident/low mobility,LC,LC/NE,Carnivore,0,0
Corvus dauuricus,Passeriformes,208,2,Grassland,Omnivore,Omnivore,Terrestrial,41.79,113.35,RSWV,杂食性,33,LC,2.31806333496276,Partial migrant,LC,LC/NE,Omnivore,0,0
Corvus frugilegus,Passeriformes,452.1,1,Grassland,Omnivore,Omnivore,Terrestrial,50.24,76.75,RWPV,杂食性,29,LC,2.65523450703429,Resident/low mobility,LC,LC/NE,Omnivore,0,0
Corvus macrorhynchos,Passeriformes,513.14,1,Woodland,Omnivore,Omnivore,Generalist,29.04,107.25,R,杂食性,34,LC,2.71023586985355,Resident/low mobility,LC,LC/NE,Omnivore,0,0
Corvus monedula,Passeriformes,246,2,Human Modified,Omnivore,Omnivore,Terrestrial,48.54,45.36,SW,杂食性,2,LC,2.39093510710338,Partial migrant,LC,LC/NE,Omnivore,0,0
Corvus pectoralis,Passeriformes,470.53,1,Shrubland,Omnivore,Omnivore,Terrestrial,29.49,113.94,RV,杂食性,27,VU,2.67258731834585,Resident/low mobility,Threatened,Threatened/DD,Omnivore,0,0
Corvus splendens,Passeriformes,292.55,1,Human Modified,Omnivore,Omnivore,Terrestrial,23.16,80.57,RV,杂食性,4,LC,2.46620010244674,Resident/low mobility,LC,LC/NE,Omnivore,0,0
Culicicapa ceylonensis,Passeriformes,7.7,1,Woodland,Carnivore,Invertivore,Insessorial,17.21,103.12,RSWV,食虫,20,LC,0.886490725172482,Resident/low mobility,LC,LC/NE,Carnivore,0,0
Curruca althaea,Passeriformes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,Other,0,0
Curruca minula,Passeriformes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,Other,0,0
Curruca nana,Passeriformes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,NA,NA,LC,LC/NE,Other,0,0
Curruca nisoria,Passeriformes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,NA,NA,LC,LC/NE,Other,0,0
Cutia nipalensis,Passeriformes,47.15,1,Forest,Carnivore,Invertivore,Insessorial,23.81,95.91,R,杂食性,4,LC,1.67348169707335,Resident/low mobility,LC,LC/NE,Carnivore,0,0
Cyanoderma ambiguum,Passeriformes,NA,NA,NA,NA,NA,NA,NA,NA,R,食虫,2,NA,NA,NA,Unknown,Unknown,Other,0,0
Cyanoderma chrysaeum,Passeriformes,9,1,Shrubland,Carnivore,Invertivore,Insessorial,21.39,98.45,R,食虫,2,LC,0.954242509439325,Resident/low mobility,LC,LC/NE,Carnivore,0,0
Cyanoderma ruficeps,Passeriformes,10.3,1,Shrubland,Carnivore,Invertivore,Insessorial,27.11,106.57,RW,食虫,17,LC,1.01283722470517,Resident/low mobility,LC,LC/NE,Carnivore,0,0
Cyanopica cyanus,Passeriformes,95.91,1,Woodland,Omnivore,Omnivore,Generalist,42.1,118.42,RW,杂食性,25,LC,1.98186389099135,Resident/low mobility,LC,LC/NE,Omnivore,0,0
Cyanoptila cumatilis,Passeriformes,22.5,3,Forest,Carnivore,Invertivore,Terrestrial,35.02,110.41,PS,食虫,17,NT,1.35218251811136,Full migrant,NT,NT,Carnivore,0,0
Cyanoptila cyanomelana,Passeriformes,22.5,3,Forest,Carnivore,Invertivore,Terrestrial,42.15,129.93,SWP,食虫,15,LC,1.35218251811136,Full migrant,LC,LC/NE,Carnivore,0,0
Cyornis brunneatus,Passeriformes,18.1,3,Forest,Carnivore,Invertivore,Insessorial,26.7,114.79,S,食虫,15,VU,1.25767857486918,Full migrant,Threatened,Threatened/DD,Carnivore,0,0
Cyornis concretus,Passeriformes,24.5,2,Forest,Carnivore,Invertivore,Insessorial,11.13,105.04,W,食虫,1,LC,1.38916608436453,Partial migrant,LC,LC/NE,Carnivore,0,0
Cyornis hainanus,Passeriformes,14.4,2,Forest,Carnivore,Invertivore,Insessorial,18.37,104.17,RSV,食虫,8,LC,1.15836249209525,Partial migrant,LC,LC/NE,Carnivore,0,0
Cyornis poliogenys,Passeriformes,16.21,1,Shrubland,Carnivore,Invertivore,Insessorial,24.84,92.96,R,食虫,4,LC,1.20978301484851,Resident/low mobility,LC,LC/NE,Carnivore,0,0
Cyornis rubeculoides,Passeriformes,14.2,1,Forest,Carnivore,Invertivore,Insessorial,23.56,94.08,S,食虫,2,LC,1.15228834438306,Resident/low mobility,LC,LC/NE,Carnivore,0,0
Cyornis unicolor,Passeriformes,21,1,Forest,Carnivore,Invertivore,Insessorial,16.34,103.27,RS,食虫,4,LC,1.32221929473392,Resident/low mobility,LC,LC/NE,Carnivore,0,0
Cyornis whitei,Passeriformes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,NA,NA,LC,LC/NE,Other,0,0
Delichon nipalense,Passeriformes,14.96,3,Rock,Carnivore,Invertivore,Aerial,25.74,96.45,R,食虫,2,LC,1.17493159352844,Full migrant,LC,LC/NE,Carnivore,0,0
Delichon urbicum,Passeriformes,14.5,3,Human Modified,Carnivore,Invertivore,Aerial,51.81,42.81,SPV,食虫,22,LC,1.16136800223497,Full migrant,LC,LC/NE,Carnivore,0,0
Dendrocitta frontalis,Passeriformes,100,1,Forest,Carnivore,Omnivore,Insessorial,26.44,96.49,R,杂食性,2,LC,2,Resident/low mobility,LC,LC/NE,Carnivore,0,0
Dendrocitta vagabunda,Passeriformes,100,1,Woodland,Carnivore,Omnivore,Terrestrial,22.02,83.51,R,杂食性,1,LC,2,Resident/low mobility,LC,LC/NE,Carnivore,0,0
Dendronanthus indicus,Passeriformes,16.4,3,Forest,Carnivore,Invertivore,Terrestrial,36.72,118.98,SWP,食虫,32,LC,1.2148438480477,Full migrant,LC,LC/NE,Carnivore,0,0
Dicaeum agile,Passeriformes,9,1,Forest,Herbivore,Frugivore,Insessorial,16.87,91.52,R,杂食性,2,LC,0.954242509439325,Resident/low mobility,LC,LC/NE,Herbivore,0,0
Dicaeum chrysorrheum,Passeriformes,9,1,Forest,Herbivore,Frugivore,Insessorial,10.78,103.76,R,杂食性,2,LC,0.954242509439325,Resident/low mobility,LC,LC/NE,Herbivore,0,0
Dicaeum melanozanthum,Passeriformes,8.46,1,Forest,Carnivore,Invertivore,Insessorial,25.86,97.8,RS,杂食性,4,LC,0.927370363039024,Resident/low mobility,LC,LC/NE,Carnivore,0,0
Dicrurus aeneus,Passeriformes,26,1,Forest,Carnivore,Invertivore,Insessorial,14.77,98.92,R,食虫,8,LC,1.41497334797082,Resident/low mobility,LC,LC/NE,Carnivore,0,0
Dicrurus leucophaeus,Passeriformes,37.6,1,Forest,Carnivore,Invertivore,Insessorial,25.68,107.28,RSWP,食虫,25,LC,1.57518784492766,Resident/low mobility,LC,LC/NE,Carnivore,0,0
Dicrurus macrocercus,Passeriformes,48.3,1,Shrubland,Carnivore,Invertivore,Insessorial,25.16,96.34,RS,食虫,33,LC,1.68394713075151,Resident/low mobility,LC,LC/NE,Carnivore,0,0
Dicrurus paradiseus,Passeriformes,85.82,1,Forest,Carnivore,Invertivore,Insessorial,14.98,94.83,R,食虫,2,LC,1.93358851019665,Resident/low mobility,LC,LC/NE,Carnivore,0,0
Emberiza aureola,Passeriformes,19.6,3,Shrubland,Omnivore,Omnivore,Generalist,58.85,103.13,SWP,杂食性,33,CR,1.29225607135648,Full migrant,Threatened,Threatened/DD,Omnivore,0,0
Emberiza bruniceps,Passeriformes,24.8,3,Grassland,Omnivore,Omnivore,Terrestrial,43.78,67.02,S,杂食性,1,LC,1.39445168082622,Full migrant,LC,LC/NE,Omnivore,0,0
Emberiza calandra,Passeriformes,48.5,2,Grassland,Herbivore,Omnivore,Terrestrial,44.09,27.42,SW,杂食性,1,LC,1.68574173860226,Partial migrant,LC,LC/NE,Herbivore,0,0
Emberiza cia,Passeriformes,23.43,2,Rock,Omnivore,Omnivore,Terrestrial,39.73,43.32,R,杂食性,2,LC,1.36977228859696,Partial migrant,LC,LC/NE,Omnivore,0,0
Emberiza cioides,Passeriformes,21.02,2,Grassland,Herbivore,Granivore,Terrestrial,43.23,110.38,RSWV,杂食性,29,LC,1.32263271169222,Partial migrant,LC,LC/NE,Herbivore,0,0
