"species","order","n_new_records","new_record","mass","migration_av","trophic_level_av","centroid_latitude","centroid_longitude","migration_cn","range_size_provinces","iucn_pool","log_mass","migration_class","iucn_group","risk_group","z_log_mass","z_range_size"
"Eudromias morinellus","Charadriiformes",0,0,108.16,"3","Carnivore",65.85,83.07,"P",4,"LC",2.03406667859756,"Full migrant","LC","LC/NE",0.221787706850257,-0.67699807807621
"Pluvialis apricaria","Charadriiformes",1,1,214,"3","Carnivore",65.53,46.78,"V",2,"LC",2.33041377334919,"Full migrant","LC","LC/NE",0.615071764690938,-0.854557461422374
"Pluvialis fulva","Charadriiformes",0,0,134.9,"3","Carnivore",69.46,101.44,"WP",34,"LC",2.1300119496719,"Full migrant","LC","LC/NE",0.349117268054044,1.98639267211624
"Pluvialis squatarola","Charadriiformes",0,0,250,"3","Carnivore",70.21,24.35,"WP",34,"VU",2.39794000867204,"Full migrant","Threatened","Threatened/DD",0.70468624820977,1.98639267211624
"Vanellus cinereus","Charadriiformes",1,1,270,"3","Carnivore",45.14,126.71,"SWP",33,"LC",2.43136376415899,"Full migrant","LC","LC/NE",0.749043120333653,1.89761298044316
"Vanellus duvaucelii","Charadriiformes",0,0,143,"1","Carnivore",21.94,93.64,"RW",7,"NT",2.15533603746506,"Resident/low mobility","NT","NT",0.382725021208343,-0.410659003056965
"Vanellus gregarius","Charadriiformes",0,0,224.49,"3","Carnivore",50.31,68.33,"PS",2,"CR",2.3511969999427,"Full migrant","Threatened","Threatened/DD",0.642653312931075,-0.854557461422374
"Vanellus indicus","Charadriiformes",1,1,181,"1","Carnivore",23.77,78.36,"R",5,"LC",2.25767857486918,"Resident/low mobility","LC","LC/NE",0.518544434028092,-0.588218386403129
"Vanellus leucurus","Charadriiformes",1,1,132,"3","Carnivore",38.32,60.25,"V",1,"LC",2.12057393120585,"Full migrant","LC","LC/NE",0.336592015517264,-0.943337153095455
"Vanellus vanellus","Charadriiformes",1,1,218.37,"2","Carnivore",52.6,61.57,"SWP",34,"NT",2.33919297409966,"Partial migrant","NT","NT",0.626722696172601,1.98639267211624
"Glareola lactea","Charadriiformes",2,1,39.8,"2","Carnivore",22.18,85.05,"S",2,"LC",1.59988307207369,"Partial migrant","LC","LC/NE",-0.354420036184047,-0.854557461422374
"Glareola maldivarum","Charadriiformes",0,0,75.2,"3","Carnivore",35.56,112.84,"SP",32,"LC",1.87621784059164,"Full migrant","LC","LC/NE",0.0123055400403119,1.80883328877008
"Glareola nordmanni","Charadriiformes",0,0,97.19,"3","Carnivore",50.38,57.95,"S",1,"NT",1.98762158212548,"Full migrant","NT","NT",0.160150132766229,-0.943337153095455
"Glareola pratincola","Charadriiformes",0,0,84.9,"3","Carnivore",30.72,47.97,"SV",3,"LC",1.92890769024395,"Full migrant","LC","LC/NE",0.0822305645985694,-0.765777769749292
"Haematopus ostralegus","Charadriiformes",0,0,526,"1","Carnivore",52.94,67.16,"SWV",20,"NT",2.72098574415374,"Resident/low mobility","NT","NT",1.13340223688801,0.743476988693097
"Ibidorhyncha struthersii","Charadriiformes",1,1,294,"2","Carnivore",35.52,92.44,"R",18,"LC",2.46834733041216,"Partial migrant","LC","LC/NE",0.798124239288629,0.565917605346933
"Hydrophasianus chirurgus","Charadriiformes",4,1,160.03,"2","Omnivore",23.9,94.46,"RS",23,"LC",2.20420140523815,"Partial migrant","LC","LC/NE",0.447574552268485,1.00981606371234
"Metopidius indicus","Charadriiformes",0,0,155,"1","Herbivore",19.2,88.76,"VR",2,"LC",2.19033169817029,"Resident/low mobility","LC","LC/NE",0.429167978445712,-0.854557461422374
"Anous stolidus","Charadriiformes",2,1,177.77,"2","Carnivore",-4.29,17.29,"S",5,"LC",2.24985847241737,"Partial migrant","LC","LC/NE",0.508166327815994,-0.588218386403129
"Chlidonias hybrida","Charadriiformes",0,0,83.67,"3","Carnivore",13.76,62.26,"SWP",32,"LC",1.92256976898571,"Full migrant","LC","LC/NE",0.0738194701931913,1.80883328877008
"Chlidonias leucopterus","Charadriiformes",1,1,54.2,"3","Carnivore",51.26,83.1,"SWPV",34,"LC",1.73399928653839,"Full migrant","LC","LC/NE",-0.176433580500672,1.98639267211624
"Chlidonias niger","Charadriiformes",2,1,65.3,"3","Carnivore",50.61,-10.11,"SPV",7,"LC",1.81491318127507,"Full migrant","LC","LC/NE",-0.0690522515748458,-0.410659003056965
"Gelochelidon nilotica","Charadriiformes",2,1,218.25,"3","Carnivore",34.09,42.77,"RSP",20,"LC",2.33895425237761,"Full migrant","LC","LC/NE",0.626405887102409,0.743476988693097
"Gygis alba","Charadriiformes",1,1,117,"2","Carnivore",-5.58,-7.04,"V",3,"LC",2.06818586174616,"Partial migrant","LC","LC/NE",0.267067485314552,-0.765777769749292
"Hydrocoloeus minutus","Charadriiformes",1,1,118,"2","Carnivore",57.28,70.99,"SPV",12,"LC",2.07188200730613,"Partial migrant","LC","LC/NE",0.271972662891578,0.0332394553084432
"Hydroprogne caspia","Charadriiformes",3,1,655,"3","Carnivore",7.58,76.67,"SWPR",20,"LC",2.81624129999178,"Full migrant","LC","LC/NE",1.25981647274632,0.743476988693097
"Larus cachinnans","Charadriiformes",1,1,1111.89,"3","Carnivore",46.47,53.41,"SW",4,"LC",3.04606182433596,"Full migrant","LC","LC/NE",1.56481270854509,-0.67699807807621
"Larus canus","Charadriiformes",1,1,412.53,"3","Carnivore",60.59,40.08,"WP",32,"LC",2.61545553679068,"Full migrant","LC","LC/NE",0.993352447598547,1.80883328877008
"Larus crassirostris","Charadriiformes",1,1,561,"2","Carnivore",40.37,131.72,"SWP",26,"LC",2.74896286125616,"Partial migrant","LC","LC/NE",1.17053084160724,1.27615513873159
"Larus fuscus","Charadriiformes",3,1,762.36,"2","Carnivore",66.29,57.44,"WP",10,"LC",2.88216010138289,"Partial migrant","LC","LC/NE",1.34729772077682,-0.14431992803772
"Larus glaucescens","Charadriiformes",2,1,1056.54,"3","Carnivore",58.07,-98.43,"WP",4,"LC",3.02388594384023,"Full migrant","LC","LC/NE",1.53538296071895,-0.67699807807621
"Larus hyperboreus","Charadriiformes",3,1,1529.04,"3","Carnivore",74.66,-40.85,"WPV",16,"LC",3.18441884679365,"Full migrant","LC","LC/NE",1.74842716668081,0.38835822200077
"Larus schistisagus","Charadriiformes",0,0,1323,"2","Carnivore",53.48,145.75,"WP",18,"LC",3.1215598441875,"Partial migrant","LC","LC/NE",1.6650065964961,0.565917605346933
"Onychoprion aleuticus","Charadriiformes",4,1,120,"3","Carnivore",55.49,-13.03,"WP",4,"VU",2.07918124604762,"Full migrant","Threatened","Threatened/DD",0.281659527660104,-0.67699807807621
"Onychoprion anaethetus","Charadriiformes",4,1,119.42,"2","Carnivore",-1.01,91.99,"RS",7,"LC",2.07707706684576,"Partial migrant","LC","LC/NE",0.278867058458992,-0.410659003056965
"Onychoprion fuscatus","Charadriiformes",1,1,185.72,"2","Carnivore",6.81,115.01,"WPV",7,"LC",2.26885867499414,"Partial migrant","LC","LC/NE",0.533381613882652,-0.410659003056965
"Rhodostethia rosea","Charadriiformes",0,0,187,"2","Carnivore",73.42,52.59,"V",2,"LC",2.2718416065365,"Partial migrant","LC","LC/NE",0.537340280736547,-0.854557461422374
"Rissa tridactyla","Charadriiformes",7,1,415.99,"2","Carnivore",59.56,-52.28,"WP",16,"VU",2.61908289073006,"Partial migrant","Threatened","Threatened/DD",0.998166331391469,0.38835822200077
"Rynchops albicollis","Charadriiformes",0,0,164,"2","Carnivore",26.11,80.03,"P",1,"EN",2.2148438480477,"Partial migrant","Threatened","Threatened/DD",0.461698203782541,-0.943337153095455
"Saundersilarus saundersi","Charadriiformes",0,0,198,"3","Carnivore",37.67,121.7,"SWP",20,"VU",2.29666519026153,"Full migrant","Threatened","Threatened/DD",0.570283811854038,0.743476988693097
"Sterna acuticauda","Charadriiformes",0,0,153,"2","Carnivore",21.61,79.59,"R",1,"EN",2.1846914308176,"Partial migrant","Threatened","Threatened/DD",0.421682744842756,-0.943337153095455
"Sterna aurantia","Charadriiformes",0,0,209,"2","Carnivore",22.13,85.35,"R",1,"VU",2.32014628611105,"Partial migrant","Threatened","Threatened/DD",0.601445719029089,-0.943337153095455
"Sterna dougallii","Charadriiformes",0,0,112,"3","Carnivore",4.43,57.82,"RS",8,"LC",2.04921802267018,"Full migrant","LC","LC/NE",0.241895149049462,-0.321879311383884
"Sterna hirundo","Charadriiformes",0,0,129.15,"3","Carnivore",50.38,63.44,"SWP",29,"LC",2.11109441050934,"Full migrant","LC","LC/NE",0.324011685114382,1.54249421375083
"Sterna sumatrana","Charadriiformes",0,0,106,"2","Carnivore",-2.63,93.2,"RSWP",10,"LC",2.02530586526477,"Partial migrant","LC","LC/NE",0.210161177424038,-0.14431992803772
"Sternula albifrons","Charadriiformes",0,0,57,"3","Carnivore",40.45,68.18,"RS",32,"LC",1.75587485567249,"Full migrant","LC","LC/NE",-0.147402377735397,1.80883328877008
"Thalasseus bengalensis","Charadriiformes",2,1,209,"3","Carnivore",4.08,93.92,"P",5,"LC",2.32014628611105,"Full migrant","LC","LC/NE",0.601445719029089,-0.588218386403129
"Thalasseus bergii","Charadriiformes",1,1,328,"3","Carnivore",-10.25,77.11,"RS",8,"LC",2.51587384371168,"Full migrant","LC","LC/NE",0.861196968316462,-0.321879311383884
"Thalasseus bernsteini","Charadriiformes",0,0,284,"3","Carnivore",31.3,123.34,"SWP",10,"CR",2.45331834004704,"Full migrant","Threatened","Threatened/DD",0.778179173449544,-0.14431992803772
"Thalasseus sandvicensis","Charadriiformes",0,0,199.83,"3","Carnivore",3.05,-49.1,"V",1,"LC",2.30066068837652,"Full migrant","LC","LC/NE",0.575586262053778,-0.943337153095455
"Xema sabini","Charadriiformes",0,0,198,"2","Carnivore",72.31,80.64,"P",2,"LC",2.29666519026153,"Partial migrant","LC","LC/NE",0.570283811854038,-0.854557461422374
"Himantopus himantopus","Charadriiformes",0,0,176.82,"2","Carnivore",16.52,38.95,"SWP",34,"LC",2.24753138623357,"Partial migrant","LC","LC/NE",0.505078037383865,1.98639267211624
"Recurvirostra avosetta","Charadriiformes",2,1,304,"2","Carnivore",25.97,62.92,"SWP",33,"LC",2.48287358360875,"Partial migrant","LC","LC/NE",0.81740211952959,1.89761298044316
"Rostratula benghalensis","Charadriiformes",0,0,121,"2","Omnivore",6.53,53.66,"RSW",31,"LC",2.08278537031645,"Partial migrant","LC","LC/NE",0.286442583213909,1.720053597097
"Actitis hypoleucos","Charadriiformes",0,0,48,"3","Carnivore",55.26,79.82,"SWP",34,"LC",1.68124123737559,"Full migrant","LC","LC/NE",-0.246449113050076,1.98639267211624
"Arenaria interpres","Charadriiformes",2,1,135.98,"3","Carnivore",72.47,-51.71,"WP",34,"NT",2.13347503683809,"Full migrant","NT","NT",0.353713152398771,1.98639267211624
"Calidris acuminata","Charadriiformes",2,1,66.08,"3","Carnivore",70.74,144.88,"WP",30,"VU",1.82007003431233,"Full migrant","Threatened","Threatened/DD",-0.0622085600924703,1.63127390542391
"Calidris alba","Charadriiformes",1,1,51.71,"3","Carnivore",75.56,-43.49,"WP",32,"LC",1.71357453777207,"Full migrant","LC","LC/NE",-0.203539390604618,1.80883328877008
"Calidris alpina","Charadriiformes",4,1,51.89,"3","Carnivore",68.24,43.99,"WP",28,"NT",1.71508367069493,"Full migrant","NT","NT",-0.201536610991678,1.45371452207775
"Calidris canutus","Charadriiformes",1,1,141.87,"3","Carnivore",75.23,-24.11,"WP",18,"NT",2.15189056873509,"Full migrant","NT","NT",0.378152518399019,0.565917605346933
"Calidris falcinellus","Charadriiformes",2,1,37.1,"3","Carnivore",68.14,64.63,"WP",22,"VU",1.56937390961505,"Full migrant","Threatened","Threatened/DD",-0.39490893391767,0.92103637203926
"Calidris ferruginea","Charadriiformes",0,0,58.08,"3","Carnivore",72.28,111.38,"WP",33,"VU",1.76402660769204,"Full migrant","Threatened","Threatened/DD",-0.136584137335757,1.89761298044316
"Calidris fuscicollis","Charadriiformes",0,0,43.01,"3","Carnivore",70.14,-99.08,"V",1,"VU",1.63356944255409,"Full migrant","Threatened","Threatened/DD",-0.309714646082074,-0.943337153095455
"Calidris himantopus","Charadriiformes",0,0,57.24,"3","Carnivore",67.4,-119.08,"V",1,"NT",1.75769962508774,"Full migrant","NT","NT",-0.144980714986,-0.943337153095455
"Calidris mauri","Charadriiformes",0,0,27.82,"3","Carnivore",64.59,-162.32,"V",2,"LC",1.44435712565603,"Full migrant","LC","LC/NE",-0.560819479235489,-0.854557461422374
"Calidris melanotos","Charadriiformes",6,1,79.73,"3","Carnivore",69.87,-13.6,"P",10,"LC",1.90162176409336,"Full migrant","LC","LC/NE",0.0460192436560066,-0.14431992803772
"Calidris minuta","Charadriiformes",9,1,21.1,"3","Carnivore",71.29,95.22,"P",14,"LC",1.32428245529769,"Full migrant","LC","LC/NE",-0.720171315102098,0.210798838654607
"Calidris ptilocnemis","Charadriiformes",0,0,81.32,"3","Carnivore",61.58,-53.33,"P",1,"LC",1.910197369966,"Full migrant","LC","LC/NE",0.0573999831191766,-0.943337153095455
"Calidris pugnax","Charadriiformes",5,1,131.68,"3","Carnivore",64.07,75.55,"WP",23,"LC",2.11951981786819,"Full migrant","LC","LC/NE",0.335193095203216,1.00981606371234
"Calidris ruficollis","Charadriiformes",0,0,26.79,"3","Carnivore",68.66,115.73,"WP",34,"NT",1.42797271360821,"Full migrant","NT","NT",-0.582563333552335,1.98639267211624
"Calidris subminuta","Charadriiformes",2,1,30.2,"3","Carnivore",59.65,118.94,"WP",34,"LC",1.48000694295715,"Full migrant","LC","LC/NE",-0.51350838674371,1.98639267211624
"Calidris subruficollis","Charadriiformes",0,0,62.1,"3","Carnivore",71.18,-96.44,"V",1,"VU",1.79309160017658,"Full migrant","Threatened","Threatened/DD",-0.0980118064849681,-0.943337153095455
"Calidris temminckii","Charadriiformes",0,0,23,"3","Carnivore",69.29,92.64,"WP",34,"LC",1.36172783601759,"Full migrant","LC","LC/NE",-0.670477319319031,1.98639267211624
"Calidris tenuirostris","Charadriiformes",3,1,192,"3","Carnivore",64.67,135.1,"WPV",19,"EN",2.28330122870355,"Full migrant","Threatened","Threatened/DD",0.552548416017765,0.654697297020015
"Gallinago gallinago","Charadriiformes",0,0,112.94,"3","Carnivore",59.33,83.74,"SWP",34,"LC",2.05284778340086,"Full migrant","LC","LC/NE",0.246712226909964,1.98639267211624
"Gallinago hardwickii","Charadriiformes",0,0,151.31,"3","Carnivore",40.2,140.23,"V",5,"NT",2.17986763127041,"Full migrant","NT","NT",0.415281050701905,-0.588218386403129
"Gallinago megala","Charadriiformes",0,0,121,"3","Carnivore",53.6,99.36,"WP",34,"LC",2.08278537031645,"Full migrant","LC","LC/NE",0.286442583213909,1.98639267211624
"Gallinago nemoricola","Charadriiformes",0,0,167.67,"3","Carnivore",28.9,95,"SV",4,"VU",2.22445536433557,"Full migrant","Threatened","Threatened/DD",0.474453706349095,-0.67699807807621
"Gallinago solitaria","Charadriiformes",0,0,140.11,"3","Carnivore",48.47,108.94,"SWP",28,"LC",2.14646913307187,"Full migrant","LC","LC/NE",0.370957697681306,1.45371452207775
"Gallinago stenura","Charadriiformes",0,0,113,"3","Carnivore",62.22,115.49,"WP",34,"LC",2.05307844348342,"Full migrant","LC","LC/NE",0.24701833732865,1.98639267211624
"Limnodromus scolopaceus","Charadriiformes",6,1,104.4,"3","Carnivore",68.11,18.59,"PWV",12,"NT",2.01870049866624,"Full migrant","NT","NT",0.201395154657487,0.0332394553084432
"Limnodromus semipalmatus","Charadriiformes",2,1,212,"3","Carnivore",52.31,97.12,"PV",20,"NT",2.32633586092875,"Full migrant","NT","NT",0.609659941957958,0.743476988693097
"Limosa lapponica","Charadriiformes",1,1,291.65,"3","Carnivore",69.14,73.39,"WP",20,"NT",2.46486198076603,"Full migrant","NT","NT",0.793498810269425,0.743476988693097
"Limosa limosa","Charadriiformes",1,1,288.37,"3","Carnivore",55.43,66.46,"SWP",34,"NT",2.45995007743384,"Full migrant","NT","NT",0.786980193051918,1.98639267211624
"Lymnocryptes minimus","Charadriiformes",0,0,50.07,"3","Carnivore",63.46,80.69,"WPV",17,"LC",1.69957759139891,"Full migrant","LC","LC/NE",-0.222114824494491,0.477137913673852
"Numenius arquata","Charadriiformes",0,0,802.99,"3","Carnivore",56.48,59.16,"SWP",33,"NT",2.90471013684548,"Full migrant","NT","NT",1.37722401196794,1.89761298044316
"Numenius madagascariensis","Charadriiformes",1,1,792,"3","Carnivore",56.7,135.49,"WP",30,"EN",2.89872518158949,"Full migrant","Threatened","Threatened/DD",1.36928134092188,1.63127390542391
"Numenius minutus","Charadriiformes",1,1,173,"3","Carnivore",67.89,134.75,"P",26,"LC",2.2380461031288,"Full migrant","LC","LC/NE",0.492490059653429,1.27615513873159
"Numenius phaeopus","Charadriiformes",1,1,364.57,"3","Carnivore",63.88,-11.94,"WP",34,"LC",2.56178092825065,"Full migrant","LC","LC/NE",0.922120543444649,1.98639267211624
"Phalaropus fulicarius","Charadriiformes",4,1,55.59,"3","Carnivore",69.97,-2.63,"WPV",15,"LC",1.74499667403856,"Full migrant","LC","LC/NE",-0.161838879697753,0.299578530327688
"Phalaropus lobatus","Charadriiformes",5,1,36.68,"3","Carnivore",65.91,-35.96,"WP",26,"LC",1.56442932699798,"Full migrant","LC","LC/NE",-0.401470920015751,1.27615513873159
"Scolopax rusticola","Charadriiformes",0,0,308.31,"3","Carnivore",55.2,70.27,"SWP",34,"LC",2.48898761124739,"Full migrant","LC","LC/NE",0.825516083331013,1.98639267211624
"Tringa brevipes","Charadriiformes",1,1,127,"3","Carnivore",62.43,142.4,"WP",29,"LC",2.10380372095596,"Full migrant","LC","LC/NE",0.314336166026156,1.54249421375083
"Tringa erythropus","Charadriiformes",0,0,158,"3","Carnivore",68.35,105.22,"SWP",34,"LC",2.19865708695442,"Full migrant","LC","LC/NE",0.440216653266933,1.98639267211624
"Tringa flavipes","Charadriiformes",0,0,77.5,"3","Carnivore",60.91,-122.92,"V",2,"VU",1.88930170250631,"Full migrant","Threatened","Threatened/DD",0.0296692139117915,-0.854557461422374
"Tringa glareola","Charadriiformes",0,0,62.05,"3","Carnivore",60.1,88.43,"SWP",34,"LC",1.79274178583475,"Full migrant","LC","LC/NE",-0.0984760472562898,1.98639267211624
"Tringa guttifer","Charadriiformes",1,1,158,"3","Carnivore",54.06,139.79,"P",16,"EN",2.19865708695442,"Full migrant","Threatened","Threatened/DD",0.440216653266933,0.38835822200077
"Tringa incana","Charadriiformes",0,0,108.24,"3","Carnivore",64.05,-133.78,"WP",1,"LC",2.03438778358957,"Full migrant","LC","LC/NE",0.222213847266295,-0.943337153095455
"Tringa nebularia","Charadriiformes",0,0,187,"3","Carnivore",60.3,88.97,"WP",34,"LC",2.2718416065365,"Full migrant","LC","LC/NE",0.537340280736547,1.98639267211624
"Tringa ochropus","Charadriiformes",0,0,71.4,"3","Carnivore",57.64,82.39,"SWP",34,"LC",1.85369821177617,"Full migrant","LC","LC/NE",-0.0175803983018065,1.98639267211624
"Tringa stagnatilis","Charadriiformes",1,1,77.5,"3","Carnivore",53.2,79.96,"SP",31,"LC",1.88930170250631,"Full migrant","LC","LC/NE",0.0296692139117915,1.720053597097
"Tringa totanus","Charadriiformes",0,0,129,"3","Carnivore",46.76,67.03,"SWP",31,"LC",2.11058971029925,"Full migrant","LC","LC/NE",0.323341894351687,1.720053597097
"Xenus cinereus","Charadriiformes",0,0,78.8,"3","Carnivore",60.77,91.9,"WP",34,"LC",1.89652621748956,"Full migrant","LC","LC/NE",0.0392569123197097,1.98639267211624
"Stercorarius longicaudus","Charadriiformes",1,1,287.9,"3","Carnivore",69.42,-33.46,"P",4,"LC",2.45924166487808,"Full migrant","LC","LC/NE",0.786040054378423,-0.67699807807621
"Stercorarius parasiticus","Charadriiformes",5,1,444.31,"3","Carnivore",68.31,-11.33,"P",8,"LC",2.64768608793352,"Full migrant","LC","LC/NE",1.03612581087556,-0.321879311383884
"Stercorarius pomarinus","Charadriiformes",1,1,692.47,"3","Carnivore",70.32,38.74,"P",14,"LC",2.84040096312756,"Full migrant","LC","LC/NE",1.29187891075357,0.210798838654607
"Turnix suscitator","Charadriiformes",3,1,49.1,"1","Herbivore",16.91,95.88,"RP",10,"LC",1.69108149212297,"Resident/low mobility","LC","LC/NE",-0.233390050262639,-0.14431992803772
"Turnix sylvaticus","Charadriiformes",0,0,52.69,"1","Omnivore",3.48,46.97,"R",4,"LC",1.72172819857279,"Resident/low mobility","LC","LC/NE",-0.192718617049707,-0.67699807807621
"Turnix tanki","Charadriiformes",0,0,52.79,"1","Herbivore",28.08,102.37,"RSWPV",30,"LC",1.72255166200096,"Resident/low mobility","LC","LC/NE",-0.191625793653596,1.63127390542391
"Anastomus oscitans","Ciconiiformes",5,1,1590,"2","Carnivore",20.66,85.13,"V",6,"LC",3.20139712432045,"Partial migrant","LC","LC/NE",1.77095914353883,-0.499438694730047
"Ciconia boyciana","Ciconiiformes",3,1,4847.74,"3","Carnivore",47.77,130.95,"SWP",25,"EN",3.68553931916292,"Full migrant","Threatened","Threatened/DD",2.41346723736414,1.18737544705851
"Ciconia ciconia","Ciconiiformes",0,0,3445.8,"3","Carnivore",44.94,24.63,"S",1,"LC",3.53729006666481,"Full migrant","LC","LC/NE",2.21672473970892,-0.943337153095455
"Ciconia episcopus","Ciconiiformes",1,1,2061,"1","Carnivore",17.45,91.11,"V",1,"NT",3.31407799177921,"Resident/low mobility","NT","NT",1.92049861795929,-0.943337153095455
"Ciconia nigra","Ciconiiformes",1,1,2926,"3","Carnivore",42.16,78.07,"SW",33,"LC",3.46627432178929,"Full migrant","LC","LC/NE",2.12247930653324,1.89761298044316
"Leptoptilos javanicus","Ciconiiformes",1,1,4650.99,"2","Carnivore",7.51,103.3,"P",5,"NT",3.6675454057447,"Partial migrant","NT","NT",2.38958740384837,-0.588218386403129
